Country,City,Line,Phase,Start_year,End_year,RR,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform_length_meters,Source1,Cost,Currency,Year,PPP_rate,Real_cost,Cost_km_millions,Anglo,Inflation_index,Real_cost_2023_dollars,Cost_km_2023_dollars,Source2,Reference1,Reference2,Reference3,Comments
IT,Milan,M1,M1 (Molino Dorino-Rho MilanoFiera),2003,2005,0,2.1,100,2.1,0,0,2,110,Wiki,95,EUR,2004,1.3,123.5,58.80952381,0,1.613033351,199.2096188,94.86172326,Plan,http://silos.infrastrutturestrategiche.it/admin/scheda.aspx?id=1241,NaN,NaN,NaN
IT,Naples,Line 1,Line 1 (Piscinola - Dante),1986,2003,0,13.7,70,9.6,4.1,0,14,110,Plan,1474,EUR,1990,1.3,1916.2,139.8686131,0,2.33130834,4467.253041,326.0768643,Plan,https://www.regione.campania.it/assets/documents/delibera-20-2017.pdf,NaN,NaN,NaN
IT,Naples,MCNE,MCNE (Piscinola- Aversa),2001,2009,0,10.6,100,10.6,0,0,5,110,Wiki,611,EUR,2005,1.3,794.3,74.93396226,0,1.560174091,1239.246281,116.9100265,Plan,http://silos.infrastrutturestrategiche.it/admin/scheda.aspx?id=1332,NaN,NaN,NaN
IT,Naples,Line 1/MCNE (Piscinola-Secondigliano),Line 1/MCNE (Piscinola-Secondigliano),1999,2023,0,3.3,100,3.3,0,0,4,110,Wiki,391,EUR,2010,1.3,508.3,154.030303,0,1.397356642,710.2763813,215.2352671,Plan,https://www.regione.campania.it/assets/documents/delibera-20-2017.pdf,NaN,NaN,NaN
CA,Edmonton,Valley Line Southeast,Valley Line Southeast,2016,2023,0,13.1,3,0.4,NaN,NaN,12,125,Wiki,1800,CAD,2019,0.802,1443.6,110.1984733,1,1.191839066,1720.538875,131.3388454,Media,https://edmontonjournal.com/news/local-news/long-delayed-1-8-billion-valley-line-lrt-stymied-yet-again,NaN,NaN,Source1: See https://edmontonjournal.com/news/local-news/valley-line-southeast-lrt-tunnels-take-shape
CN,Changzhou,Line 1,Line 1 Phase 1,2019,NaN,0,34.237,92,31.635,NaN,NaN,29,117,NaN,23297,CNY,2021,0.239,5567.983,162.6305751,0,1.124486105,6261.119519,182.875822,Trade,http://www.rail-transit.com/project/show.php?itemid=261,NaN,NaN,NaN
CN,Changzhou,Line 2,Line 2 Phase 1,2021,NaN,0,19.79,100,19.79,NaN,NaN,15,117,NaN,14864,CNY,2021,0.239,3552.496,179.5096513,0,1.124486105,3994.732392,201.8561087,Trade,http://www.rail-transit.com/project/show.php?itemid=41,NaN,NaN,NaN
CN,Foshan,Guangfo Line,Guangfo Line,2007,2011,0,32.16,100,32.16,NaN,NaN,21,78,NaN,14519,CNY,2009,0.317,4602.523,143.1132774,0,1.420277155,6536.858272,203.2605184,NaN,http://www.guangfometro.cn/Pages/Company/Default.aspx,NaN,NaN,NaN
CN,Foshan,Line 11,Line 11,2021,2026,0,36.4,66,24,NaN,NaN,18,117,NaN,26060,CNY,2021,0.239,6228.34,171.1082418,0,1.124486105,7003.68179,192.4088404,Trade,http://www.rail-transit.com/project/show.php?itemid=650,NaN,NaN,NaN
CN,Guilin,Line 1,Line 1,2020,NaN,0,29.27,6,1.9,NaN,NaN,13,NaN,NaN,8299,CNY,2020,0.239,1983.461,67.76429792,0,1.17731472,2335.157832,79.77990543,Trade,http://www.rail-transit.com/project/show.php?itemid=278,NaN,NaN,NaN
CN,Harbin,Line 2,Line 2 Phase 2 North and South Ext,2016,NaN,0,14.1,100,14.1,NaN,NaN,11,117,NaN,8750,CNY,2016,0.251,2196.25,155.7624113,0,1.269554638,2788.259374,197.7488918,Plan,https://web.archive.org/web/20160509075613/http://www.harbin-metro.com/system/20160418/000002978.html,NaN,NaN,NaN
CN,Harbin,Line 1,Line 1 Phase 4,2016,NaN,0,2.6,100,2.6,NaN,NaN,2,117,NaN,1750,CNY,2016,0.251,439.25,168.9423077,0,1.269554638,557.6518747,214.4814903,Plan,https://web.archive.org/web/20160509075613/http://www.harbin-metro.com/system/20160418/000002978.html,NaN,NaN,NaN
CN,Harbin,Line 2,Line 2 Phase 1,2021,NaN,0,28.7,100,28.7,NaN,NaN,19,117,NaN,20488,CNY,2021,0.239,4896.632,170.6143554,0,1.124486105,5506.194648,191.853472,Trade,http://www.rail-transit.com/project/show.php?itemid=212,See sceenshot,NaN,NaN
CN,Harbin,Line 3,Line 3 Phase 2,2021,NaN,0,32.18,100,32.2,NaN,NaN,31,117,NaN,26700,CNY,2021,0.239,6381.3,198.3001865,0,1.124486105,7175.683185,222.9858044,Trade,http://www.rail-transit.com/project/show.php?itemid=232,NaN,NaN,NaN
CN,Harbin,Line 4,Line 4 Phase 1,2016,NaN,0,32.2,100,32.2,NaN,NaN,27,NaN,NaN,23760,CNY,2016,0.251,5963.76,185.2099379,0,1.269554638,7571.319168,235.1341356,Plan,https://web.archive.org/web/20160509075613/http://www.harbin-metro.com/system/20160418/000002978.html,NaN,NaN,NaN
CN,Harbin,Line 5,Line 5 Phase 1,2016,NaN,0,36.1,100,36.1,NaN,NaN,25,NaN,NaN,22230,CNY,2016,0.251,5579.73,154.5631579,0,1.269554638,7083.7721,196.226374,Plan,https://web.archive.org/web/20160509075613/http://www.harbin-metro.com/system/20160418/000002978.html,NaN,NaN,NaN
CN,Harbin,Line 1,Line 1 Phase 1,2005,NaN,0,14.4,100,14.4,NaN,NaN,16,117,NaN,5890,CNY,2005,0.352,2073.28,143.9777778,0,1.560174091,3234.67774,224.6303986,Plan,http://www.gov.cn/jrzg/2005-12/05/content_118066.htm,NaN,NaN,NaN
KR,Incheon,Line 2,Line 2 Goyang Extension Project,2020,NaN,0,18.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1750200,KRW,2020,0.00121,2117.742,114.4725405,0,1.17731472,2493.24883,134.770207,Media,https://www.kgnews.co.kr/mobile/article.html?no=674722,NaN,NaN,NaN
KR,Incheon,Line 2,Line 2,2009,2016,0,29.1,78,22.8,NaN,NaN,27,NaN,NaN,2459000,KRW,2012,0.00117,2877.03,98.86701031,0,1.327133984,3818.204287,131.2097693,Media,http://www.incheonnews.com/news/articleView.html?idxno=86652,NaN,NaN,NaN
CN,Jiaxing,Hujia Regional Railway,Hujia Regional Railway (Zhejiang section),2020,NaN,1,35.01,0,0,NaN,NaN,8,184,NaN,17000,CNY,2020,0.239,4063,116.0525564,0,1.17731472,4783.429707,136.630383,Trade,http://www.rail-transit.com/project/show.php?itemid=379,NaN,NaN,NaN
IN,Kanpur,Line 1,Line 1 and 2,2019,2022,0,32.385,40,12.921,19.464,NaN,31,NaN,NaN,110765,INR,2021,0.0432,4785.048,147.7550718,0,1.124486105,5380.71999,166.1485252,Media,https://timesofindia.indiatimes.com/city/kanpur/first-train-set-for-kanpur-metro-project-rolls-out-from-gujarats-savli/articleshow/86322835.cms,NaN,NaN,NaN
CN,Putian,F2 Line,F2 Line,2020,NaN,1,23.8,63,14.9,NaN,NaN,NaN,NaN,NaN,13530,CNY,2020,0.239,3233.67,135.8684874,0,1.17731472,3807.047291,159.9599702,Trade,http://www.rail-transit.com/project/show.php?itemid=532,NaN,NaN,NaN
CN,Shaoxing,Hangshao Line,Hangshao Line,2016,2021,0,20.3,49,9.87,NaN,NaN,10,117,NaN,12790,CNY,2019,0.238,3044.02,149.9517241,0,1.191839066,3627.981953,178.7183228,Trade,http://www.ce.cn/cysc/jtys/tielu/202102/02/t20210202_36283657.shtml,http://www.rail-transit.com/project/show.php?itemid=259,NaN,NaN
CN,Shijiazhuang,Line 6,Line 6 Phase 1,2020,NaN,0,15.76,100,15.76,NaN,NaN,11,NaN,NaN,10063,CNY,2020,0.239,2405.057,152.6051396,0,1.17731472,2831.509009,179.6642772,Trade,http://www.rail-transit.com/project/show.php?itemid=572,NaN,NaN,NaN
CN,Shijiazhuang,Line 4,Line 4,2020,NaN,0,24.4,100,24.4,NaN,NaN,21,NaN,NaN,17201,CNY,2020,0.239,4111.039,168.4852049,0,1.17731472,4839.986729,198.3601119,Trade,http://www.rail-transit.com/project/show.php?itemid=573,NaN,NaN,NaN
IN,Surat,Line 1 and 2,Line 1 and 2,2021,2023,0,40.35,16,6.47,33.88,NaN,38,NaN,NaN,120203,INR,2021,0.0432,5192.7696,128.6931747,0,1.124486105,5839.197264,144.7136868,Media,https://indianexpress.com/article/cities/surat/tenders-worth-rs-3002-cr-awarded-work-for-phase-1-of-surat-metro-begins-7511571/,NaN,NaN,NaN
CN,Wenzhou,S3,S3 Phase 1,2022,NaN,0,31.17,9,2.8,NaN,NaN,12,138,NaN,12240,CNY,2021,0.239,2925.36,93.85178056,0,1.124486105,3289.526674,105.5350232,NaN,https://www.163.com/dy/article/GT2J4GU20545AOQT.html,NaN,NaN,NaN
CN,Wuxi,Line S1,Line S1,2019,2023,0,30.4,35,10.5,NaN,NaN,9,117,NaN,14403,CNY,2021,0.239,3442.317,113.2341118,0,1.124486105,3870.837637,127.3301854,Trade,http://www.rail-transit.com/project/show.php?itemid=234,NaN,NaN,NaN
CN,Wuxi,Line 4,Line 4 Phase 1,2021,NaN,0,24.4,100,24.4,NaN,NaN,18,117,NaN,18318,CNY,2021,0.239,4378.002,179.4263115,0,1.124486105,4923.002419,201.7623942,Trade,http://www.rail-transit.com/project/show.php?itemid=100,NaN,NaN,NaN
CN,Wuxi,Line 2,Line 2 Phase 1,2010,2014,0,26.3,75,19.6,NaN,NaN,20,117,NaN,17487,CNY,2012,0.281,4913.847,186.838289,0,1.327133984,6521.333348,247.9594429,NaN,http://m.thepaper.cn/kuaibao_detail.jsp?contid=4947698&from=kuaibao,https://kns.cnki.net/kcms/detail/detail.aspx?filename=XDGD201501028&dbname=cjfdtotal&dbcode=CJFD&v=MTkxNjl6c09UM2lRclJjekZyQ1VSN2lmWStSc0Z5N25Vci9CUFNuTWFyRzRIOVRNcm85SGJJUjZEZzgvemhZVTc=,NaN,NaN
CN,Wuxi,Line 1,Line 1 South,NaN,2019,0,5.187,100,5.187,NaN,NaN,3,117,NaN,2598,CNY,2019,0.238,618.324,119.2064777,0,1.191839066,736.9426984,142.074937,Trade,http://www.rail-transit.com/project/show.php?itemid=308,NaN,NaN,NaN
CN,Wuxi,Wuxi-Yixing Intercity,Wuxi-Yixing Intercity,2022,NaN,0,30,NaN,NaN,NaN,NaN,6,92,NaN,15716,CNY,2021,0.239,3756.124,125.2041333,0,1.124486105,4223.709248,140.7903083,NaN,https://www.seetao.com/details/158417.html,NaN,NaN,NaN
CN,Wuxi,Line 1,Line 1 Phase 1,2014,NaN,0,29.4,83,24.4,NaN,NaN,24,117,NaN,18500,CNY,2014,0.266,4921,167.3809524,0,1.287096175,6333.800275,215.4353835,Plan,https://www.audit.gov.cn/n4/n19/c45720/content.html,NaN,NaN,NaN
CN,Wuxi,Line 3,Line 3 Phase 1,2020,NaN,0,28.5,100,28.5,NaN,NaN,21,117,NaN,20538,CNY,2020,0.239,4908.582,172.2309474,0,1.17731472,5778.945843,202.7700296,Trade,http://www.rail-transit.com/project/show.php?itemid=283,NaN,NaN,NaN
CN,Yiwu,Phase 1,Phase 1 Program,2020,NaN,0,107.17,NaN,NaN,NaN,NaN,31,117,Trade,34683,CNY,2020,0.239,8289.237,77.34661752,0,1.17731472,9759.040738,91.06131135,Trade,http://www.rail-transit.com/project/show.php?itemid=78,NaN,NaN,NaN
CN,Zibo,Line 1,Line 1,2020,NaN,0,20.82,62,12.86,NaN,NaN,15,NaN,Trade,13451.89,CNY,2020,0.239,3215.00171,154.4189102,0,1.17731472,3785.068838,181.799656,Trade,http://www.rail-transit.com/project/show.php?itemid=117,NaN,NaN,NaN
CN,Foshan,Line 2,Line 2 Phase 2,2021,2026,0,23.5,54,12.7,NaN,NaN,10,117,NaN,12228,CNY,2021,0.239,2922.492,124.3613617,0,1.124486105,3286.301647,139.8426233,NaN,http://fs.fccs.com/news/6022708.html,https://www.ndrc.gov.cn/xxgk/zcfb/pifu/202101/t20210126_1316566.html?code=&state=123,NaN,NaN
CN,Foshan,Line 3,Line 3 Phase 1,2016,2022,0,69.5,86,59.5,NaN,NaN,37,117,NaN,42572,CNY,2019,0.238,10132.136,145.7861295,0,1.191839066,12075.8755,173.7536044,NaN,https://3g.163.com/dy/article/EBK3L3990525EER4.html,NaN,NaN,NaN
CN,Foshan,Line 2,Line 2 Phase 1,2014,2021,0,32.41,78,25.3,NaN,NaN,17,117,NaN,20671,CNY,2018,0.237,4899.027,151.1578834,0,1.21343491,5944.650388,183.4202526,Trade,http://www.rail-transit.com/project/show.php?itemid=240,NaN,NaN,NaN
CN,Foshan,Line 4,Line 4 Phase 1,2021,2026,0,55.91,88,49.1,NaN,NaN,33,117,NaN,44601,CNY,2021,0.239,10659.639,190.6571096,0,1.124486105,11986.61594,214.3912707,Trade,rail-transit.com/project/show.php?itemid=649,http://fs.fccs.com/news/6022708.html,https://www.ndrc.gov.cn/xxgk/zcfb/pifu/202101/t20210126_1316566.html?code=&state=123,NaN
CN,Dalian,Line 4,Line 4,2010,2022,0,24.484,100,24.484,NaN,NaN,18,117,Trade,18217,CNY,2016,0.251,4572.467,186.7532674,0,1.269554638,5804.996687,237.0934768,Trade,http://www.rail-transit.com/project/show.php?itemid=163,NaN,NaN,Start year: Start date source: ndrc
CN,Dalian,Line 1,Line 1 Phase 3,2010,2021,0,13.2,14,1.8,NaN,NaN,3,117,Plan,7200,CNY,2016,0.251,1807.2,136.9090909,0,1.269554638,2294.339142,173.8135713,Plan,http://www.rail-transit.com/project/show.php?itemid=609,NaN,NaN,"Start year: Source of Start year, End year and Tunnel Length: ndrc"
CN,Fuzhou,Line 1,Line 1 South Extension,2015,2020,0,4.924,100,4.924,NaN,NaN,4,117,NaN,2883,CNY,2018,0.237,683.271,138.7634037,0,1.21343491,829.1048845,168.3803584,NaN,https://www.sohu.com/a/417789253_410388,NaN,NaN,NaN
CN,Fuzhou,F1,F1 Express Line,2021,NaN,0,62.4,76,47.2,NaN,NaN,15,138,NaN,39890,CNY,2021,0.239,9533.71,152.7838141,0,1.124486105,10720.52443,171.8032761,NaN,https://new.qq.com/omn/20210613/20210613A08PZJ00.html,NaN,NaN,NaN
CN,Fuzhou,Line 2,Line 2 East Extension,2020,NaN,0,16.88,100,16.88,NaN,NaN,12,117,NaN,12706,CNY,2020,0.239,3036.734,179.9013033,0,1.17731472,3575.191639,211.8004525,NaN,https://xm.leju.com/news/2020-07-10/14296687241366554352613.shtml,http://fgw.fuzhou.gov.cn/zz/fgwzwgk/tzgg/201804/t20180428_2189534.htm,NaN,NaN
CN,Fuzhou,Line 1,Line 1 Phase 1,2009,2017,0,24.6,100,24.6,NaN,NaN,21,117,NaN,17337,CNY,2013,0.273,4733.001,192.3984146,0,1.307975292,6190.648363,251.6523725,NaN,http://www.fzmtr.com/cms/pages/680468206126290000/attachments/%E9%99%84%E4%BB%B63%EF%BC%9A%E7%A6%8F%E5%B7%9E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF%E5%B7%A5%E7%A8%8B%EF%BC%88%E4%B8%80%E6%9C%9F%EF%BC%89%E5%8C%97%E6%AE%B5%E5%8F%8A%E5%85%A8%E7%BA%BF%E7%AB%A3%E5%B7%A5%E7%8E%AF%E5%A2%83%E4%BF%9D%E6%8A%A4%E9%AA%8C%E6%94%B6%E4%BC%9A%E9%AA%8C%E6%94%B6%E6%84%8F%E8%A7%81.pdf,NaN,NaN,NaN
CN,Hohhot,Line 2,Line 2,2020,NaN,0,27.3,100,27.3,NaN,NaN,24,117,NaN,20304,CNY,2020,0.239,4852.656,177.752967,0,1.17731472,5713.10334,209.2711846,Trade,http://www.rail-transit.com/project/show.php?itemid=202,NaN,NaN,NaN
CN,Huizhou,Line 1,Line 1,2018,NaN,0,58,NaN,NaN,NaN,NaN,26,NaN,NaN,40000,CNY,2018,0.237,9480,163.4482759,0,1.21343491,11503.36295,198.3338439,Trade,http://www.rail-transit.com/project/show.php?itemid=230,NaN,NaN,NaN
CN,Jinan,Line 3,Line 3 Phase 1,NaN,2022,0,21.57,100,21.6,NaN,NaN,13,117,NaN,13446,CNY,2021,0.239,3213.594,148.9844228,0,1.124486105,3613.641802,167.5309134,Trade,http://www.rail-transit.com/project/show.php?itemid=239,http://m.iqilu.com/pcarticle/4545295,NaN,NaN
CN,Jinan,Line 2,Line 2,2021,NaN,0,36.39,95,34.6,NaN,NaN,18,117,NaN,22800,CNY,2021,0.239,5449.2,149.7444353,0,1.124486105,6127.549686,168.3855368,Trade,rail-transit.com/project/show.php?itemid=228,NaN,NaN,NaN
CN,Jinan,Line 4,Line 4 Phase 1,2021,NaN,0,40.3,100,40.3,NaN,NaN,33,138,NaN,39900,CNY,2021,0.239,9536.1,236.6277916,0,1.124486105,10723.21195,266.0846638,Trade,http://www.rail-transit.com/project/show.php?itemid=617,NaN,NaN,NaN
CN,Luoyang,Line 2,Line 2,2022,NaN,0,18.216,100,18.216,NaN,NaN,15,117,NaN,14832.21,CNY,2021,0.239,3544.89819,194.6035458,0,1.124486105,3986.18876,218.8289833,Trade,http://www.rail-transit.com/project/show.php?itemid=164,NaN,NaN,NaN
CN,Ningbo,Ningbo-Fenghua Line,Ningbo-Fenghua Line,NaN,2019,0,21.59,4,0.84,NaN,NaN,9,117,NaN,7386,CNY,2019,0.238,1757.868,81.42047244,0,1.191839066,2095.095755,97.0400998,Trade,http://www.rail-transit.com/project/show.php?itemid=282,NaN,NaN,NaN
CN,Ningbo,Line 3,Line 3 Southern Extension,2020,NaN,0,12.7,17,2.2,NaN,NaN,6,117,NaN,5200,CNY,2020,0.239,1242.8,97.85826772,0,1.17731472,1463.166734,115.2099791,Trade,http://www.rail-transit.com/project/show.php?itemid=554,NaN,NaN,NaN
CN,Ningbo,Line 4,Line 4,NaN,2021,0,35.95,68,24.45,NaN,NaN,25,117,NaN,20560,CNY,2021,0.239,4913.84,136.6853964,0,1.124486105,5525.544805,153.7008291,Trade,http://www.rail-transit.com/project/show.php?itemid=273,NaN,NaN,NaN
CN,Ningbo,2013-2020 Program,2013-2020 Program,2013,2020,0,100.1,NaN,NaN,NaN,NaN,NaN,117,NaN,64040,CNY,2017,0.239,15305.56,152.9026973,0,1.243072781,19025.92503,190.0691811,NaN,http://www.cnnb.com.cn/dwhzlm/system/2013/11/15/007905106.shtml,NaN,NaN,NaN
CN,Ningbo,Line 5,Line 5 Phase 1,2021,NaN,0,27.91,100,27.91,NaN,NaN,22,117,NaN,19900,CNY,2021,0.239,4756.1,170.4084558,0,1.124486105,5348.168366,191.6219407,Trade,http://www.rail-transit.com/project/show.php?itemid=236,NaN,NaN,NaN
CN,Ningbo,Line 3,Line 3 Phase 2,2021,NaN,0,9.05,100,9.05,NaN,NaN,5,117,NaN,7485,CNY,2021,0.239,1788.915,197.6701657,0,1.124486105,2011.610061,222.2773548,Trade,http://www.rail-transit.com/project/show.php?itemid=503,NaN,NaN,NaN
CN,Ningbo,Line 3,Line 3 Phase 1,NaN,2019,0,16.73,100,16.73,NaN,NaN,15,117,NaN,14870,CNY,2019,0.238,3539.06,211.539749,0,1.191839066,4217.989964,252.1213367,Trade,http://www.rail-transit.com/project/show.php?itemid=320,promeechina.com/newsinfo.html?id=27,NaN,NaN
CN,Qingdao,Line 11,Line 11,NaN,2018,0,58.35,10,5.81,NaN,NaN,22,117,NaN,19500,CNY,2018,0.237,4621.5,79.20308483,0,1.21343491,5607.889438,96.10778813,Plan,http://www.sasac.gov.cn/n2588025/n2588124/c8918136/content.html,http://sd.sina.com.cn/news/2018-04-12/detail-ifyzeyqa8611820.shtml,NaN,NaN
CN,Qingdao,Qingdao-Pingdu Intercity Rail,Qingdao-Pingdu Intercity Rail,NaN,2020,0,60,20,12,NaN,NaN,10,117,NaN,20763,CNY,2020,0.239,4962.357,82.70595,0,1.17731472,5842.255942,97.37093237,Trade,http://www.rail-transit.com/project/show.php?itemid=140,NaN,NaN,NaN
CN,Qingdao,Line 8,Line 8 Branch,2021,2026,0,18.8,100,18.8,NaN,NaN,9,117,NaN,11492,CNY,2021,0.239,2746.588,146.0951064,0,1.124486105,3088.500043,164.2819172,Plan,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,NaN,NaN,NaN
CN,Qingdao,Line 8,Line 8,NaN,2021,0,61.4,NaN,NaN,NaN,NaN,16,117,NaN,32100,CNY,2021,0.239,7671.9,124.9495114,0,1.124486105,8626.944953,140.5039895,Trade,http://www.rail-transit.com/project/show.php?itemid=187,NaN,NaN,NaN
CN,Qingdao,Line 6,Line 6 Phase 2 South,2021,2026,0,13.85,100,13.85,NaN,NaN,10,117,NaN,8302,CNY,2021,0.239,1984.178,143.2619495,0,1.124486105,2231.180592,161.0960716,Trade,http://www.rail-transit.com/project/show.php?itemid=725,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,NaN,NaN
CN,Qingdao,Line 15,Line 15,2021,2026,0,30.8,100,30.8,NaN,NaN,17,117,NaN,19478,CNY,2021,0.239,4655.242,151.1442208,0,1.124486105,5234.754947,169.9595762,Trade,http://www.rail-transit.com/project/show.php?itemid=400,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,NaN,NaN
CN,Qingdao,Line 1 + Line 7,Line 1 + Line 7 Phase 1,NaN,2021,0,59.97,100,59.97,NaN,NaN,40,117,NaN,39990,CNY,2021,0.239,9557.61,159.3731866,0,1.124486105,10747.39965,179.2129339,Trade,http://www.rail-transit.com/project/show.php?itemid=229,NaN,NaN,NaN
CN,Qingdao,Line 2,Line 2,2019,NaN,0,25,100,25,NaN,NaN,22,117,NaN,29376.8,CNY,2019,0.238,6991.6784,279.667136,0,1.191839066,8332.955451,333.3182181,Trade,http://www.rail-transit.com/project/show.php?itemid=450,NaN,NaN,NaN
CN,Qingdao,Line 9,Line 9,2021,2026,0,16.63,100,16.63,NaN,NaN,13,117,NaN,12590,CNY,2021,0.239,3009.01,180.9386651,0,1.124486105,3383.589936,203.4630148,Trade,http://www.rail-transit.com/project/show.php?itemid=726,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,NaN,NaN
CN,Qingdao,Line 3,Line 3,2010,NaN,0,25,100,25,NaN,NaN,22,117,NaN,17500,CNY,2010,0.3,5250,210,0,1.397356642,7336.122372,293.4448949,NaN,https://ditie.mapbar.com/qingdao/news/37965.html,NaN,NaN,NaN
CN,Qingdao,Line 2,Line 2 Phase 2 East Section,2021,NaN,0,8.89,100,8.89,NaN,NaN,8,117,NaN,6770,CNY,2021,0.239,1618.03,182.0056243,0,1.124486105,1819.452253,204.6627956,Trade,http://www.rail-transit.com/project/show.php?itemid=668,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,NaN,NaN
CN,Qingdao,Line 5,Line 5,2021,2026,0,32.7,100,32.7,NaN,NaN,29,117,NaN,26030,CNY,2021,0.239,6221.17,190.2498471,0,1.124486105,6995.619225,213.9333096,Trade,http://www.rail-transit.com/project/show.php?itemid=669,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,NaN,NaN
CN,Urumqi,Line 4,Line 4 Phase 1,2018,NaN,0,20.556,100,20.556,NaN,NaN,16,138,NaN,16787,CNY,2018,0.237,3978.519,193.5453882,0,1.21343491,4827.673846,234.8547308,Trade,http://www.rail-transit.com/project/show.php?itemid=195,NaN,NaN,NaN
CN,Urumqi,Line 2,Line 2,NaN,2021,0,19.35,NaN,NaN,NaN,NaN,16,138,NaN,16260,CNY,2021,0.239,3886.14,200.8341085,0,1.124486105,4369.910434,225.8351645,Trade,http://www.rail-transit.com/project/show.php?itemid=130,NaN,NaN,NaN
CN,Urumqi,Line 1,Line 1,2014,2019,0,27.615,100,27.615,NaN,NaN,21,138,NaN,21694,CNY,2017,0.239,5184.866,187.7554228,0,1.243072781,6445.165796,233.3936555,Trade,http://www.rail-transit.com/project/show.php?itemid=428,https://web.archive.org/web/20191106163139/http://www.bjgdjs.com/html/2019-09/797.html,NaN,NaN
CN,Nanchang,Line 1,Line 1 North Extension,2021,NaN,0,16.973,80,13.528,NaN,NaN,8,117,NaN,10341,CNY,2021,0.239,2471.499,145.6135627,0,1.124486105,2779.166285,163.740428,Trade,http://www.rail-transit.com/project/show.php?itemid=391,NaN,NaN,NaN
CN,Nanchang,Phase 1,Phase 1 Expansion (Line 1 and 2),2009,2016,0,50.6,100,50.6,NaN,NaN,50,117,NaN,27440,CNY,2013,0.273,7491.12,148.0458498,0,1.307975292,9798.199866,193.6403136,Plan,http://www.jiangxi.gov.cn/art/2018/8/16/art_4985_350163.html,NaN,NaN,NaN
CN,Nanning,Wuming Line,Wuming Line,2021,NaN,0,53.2,20,10.6,NaN,NaN,13,117,NaN,16500,CNY,2021,0.239,3943.5,74.12593985,0,1.124486105,4434.410957,83.35358942,Trade,http://www.rail-transit.com/project/show.php?itemid=587,NaN,NaN,NaN
CN,Nanning,Airport Line,Airport Line,2021,NaN,0,22.8,NaN,NaN,NaN,NaN,5,NaN,NaN,8450,CNY,2021,0.239,2019.55,88.57675439,0,1.124486105,2270.955914,99.60332957,Trade,http://www.rail-transit.com/project/show.php?itemid=524,NaN,NaN,NaN
CN,Nantong,Line 1,Line 1,2019,NaN,0,39.4,100,39.4,NaN,NaN,28,117,NaN,26902,CNY,2019,0.238,6402.676,162.504467,0,1.191839066,7630.959381,193.6791721,Trade,http://www.rail-transit.com/project/show.php?itemid=56,NaN,NaN,NaN
CN,Nantong,Line 2,Line 2,2020,NaN,0,20.85,100,20.85,NaN,NaN,17,117,NaN,15119.64,CNY,2020,0.239,3613.59396,173.313859,0,1.17731472,4254.337361,204.0449574,Trade,http://www.rail-transit.com/project/show.php?itemid=339,NaN,NaN,NaN
KR,Seoul,Sinbundang,Sinbundang Phase 3 Section 1,2022,NaN,0,4.19,100,4.19,NaN,NaN,1,200,NaN,427100,KRW,2021,0.0012,512.52,122.3198091,0,1.124486105,576.3216188,137.5469257,Media,engdaily.com/news/articleView.html?idxno=14873,NaN,NaN,NaN
KR,Seoul,Sinbundang,Sinbundang Phase 3 Section 2,2022,NaN,0,3.59,100,3.59,NaN,NaN,2,200,NaN,356100,KRW,2021,0.0012,427.32,119.0306407,0,1.124486105,480.5154026,133.8483016,Media,engdaily.com/news/articleView.html?idxno=14873,NaN,NaN,NaN
KR,Seoul,Sinbundang,Sinbundang Phase 3 Section 3,2022,NaN,0,2.571,100,2.571,NaN,NaN,1,200,NaN,247400,KRW,2021,0.0012,296.88,115.4725788,0,1.124486105,333.837435,129.8473104,Media,engdaily.com/news/articleView.html?idxno=14873,NaN,NaN,NaN
KR,Seoul,Sillim Light Metro,Sillim Light Metro,2017,2022,0,7.8,100,7.8,NaN,NaN,11,NaN,NaN,826400,KRW,2020,0.001,826.4,105.9487179,0,1.17731472,972.9328846,124.7349852,NaN,https://www.donga.com/news/Society/article/all/20201227/104655671/1,NaN,NaN,NaN
KR,Seoul,Ui Light Metro,Ui Light Metro,2009,2017,0,11.4,100,11.4,NaN,NaN,13,NaN,NaN,911500,KRW,2013,0.001,911.5,79.95614035,0,1.307975292,1192.219478,104.580656,NaN,http://m.ufnews.co.kr/main/sub_news_detail.html?wr_id=4725,NaN,NaN,NaN
KR,Seoul,GTX A,GTX A,2018,2025,1,83.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1940000,KRW,2021,0.0012,2328,28.01444043,0,1.124486105,2617.803654,31.50184902,NaN,https://biz.chosun.com/policy/policy_sub/2021/10/05/EY5IMDNIDZAGHLQO7KIGLMGBQQ/,NaN,NaN,NaN
